url_length,num_dots,num_hyphen,contains_ip,has_https,domain_age,suspicious_words,redirect_count,entropy_score,label
35,1,2,0,0,39,2,3,4.4004,1
27,1,0,0,1,5909,1,1,3.8101,0
35,1,2,1,0,25,3,5,4.0576,1
23,1,0,0,1,3431,1,1,3.6212,0
35,1,2,1,0,18,2,2,4.0827,1
28,1,0,0,1,7480,0,0,4.155,0
35,1,2,0,0,1,3,1,4.0332,1
24,1,0,0,1,3324,1,1,3.7721,0
31,1,2,0,0,7,5,2,4.1069,1
24,1,0,0,1,6230,1,1,3.6887,0
33,1,2,0,1,7,5,3,4.0637,1
24,1,0,0,1,7476,0,0,3.7721,0
31,1,2,0,1,1,5,2,3.9905,1
27,1,0,0,1,2323,1,1,3.8101,0
31,1,2,1,0,20,5,5,4.1037,1
27,1,0,0,1,4902,0,0,3.708,0
31,1,2,0,1,45,3,1,3.9905,1
24,1,0,0,1,2453,0,0,3.7091,0
34,1,2,0,1,24,2,2,4.1307,1
27,1,0,0,1,6882,0,1,3.8101,0
33,1,2,0,0,34,4,4,4.2485,1
24,1,0,0,1,6706,1,1,3.7091,0
30,1,2,0,0,2,2,5,4.0566,1
24,1,0,0,1,3592,1,1,3.8035,0
36,1,2,0,0,23,4,5,4.0277,1
31,1,0,0,1,5326,1,1,3.9536,0
31,1,2,1,0,6,4,1,3.9134,1
23,1,0,0,1,7134,1,0,3.7623,0
31,1,2,0,1,40,5,5,4.0826,1
24,1,0,0,1,6300,1,1,3.7202,0
36,1,2,0,1,39,5,4,4.0724,1
27,1,0,0,1,2897,1,1,3.8101,0
36,1,2,0,1,43,4,2,4.1835,1
24,1,0,0,1,5947,0,0,3.8554,0
34,1,2,0,0,4,2,1,4.1751,1
24,1,0,0,1,6789,0,1,3.7091,0
32,1,2,0,1,14,4,5,4.3042,1
24,1,0,0,1,2589,0,0,3.7091,0
33,1,2,0,0,11,4,1,4.003,1
24,1,0,0,1,4093,1,0,3.8554,0
35,1,2,0,0,20,2,1,4.3217,1
27,1,0,0,1,2707,0,0,3.8562,0
34,1,2,1,0,39,3,5,4.0912,1
29,1,0,0,1,4003,1,1,4.0473,0
35,1,2,0,0,2,4,5,4.1503,1
27,1,0,0,1,3889,0,1,3.8101,0
35,1,2,0,0,36,5,4,4.3217,1
28,1,0,0,1,7871,1,1,4.155,0
31,1,2,0,0,17,3,3,3.8732,1
24,1,0,0,1,3071,1,1,3.8554,0
30,1,2,0,0,17,3,5,4.1484,1
27,1,0,0,1,5186,1,1,3.708,0
34,1,2,1,0,1,4,5,4.4914,1
26,1,0,0,1,7622,0,0,4.1039,0
38,1,2,0,0,17,3,2,4.2211,1
24,1,0,0,1,6775,0,0,3.8554,0
32,1,2,0,0,2,3,2,4.007,1
27,1,0,0,1,3350,0,1,3.8101,0
37,1,2,0,0,17,3,5,4.1957,1
24,1,0,0,1,1720,0,0,3.8554,0
31,1,2,1,0,22,2,1,3.9134,1
26,1,0,0,1,1129,1,1,3.921,0
35,1,2,0,1,31,2,1,4.2074,1
24,1,0,0,1,1616,0,1,3.8554,0
33,1,2,0,0,14,3,5,4.0667,1
30,1,0,0,1,3393,1,1,3.6981,0
34,1,2,0,1,25,4,5,4.1751,1
29,1,0,0,1,6084,1,0,4.0473,0
33,1,2,0,0,8,2,1,3.9832,1
24,1,0,0,1,1421,1,1,3.7721,0
36,1,2,1,0,1,5,1,4.0833,1
28,1,0,0,1,1386,1,1,4.0122,0
32,1,2,0,1,10,5,1,4.4139,1
29,1,0,0,1,3543,1,0,4.0473,0
34,1,2,0,0,13,2,2,4.0912,1
24,1,0,0,1,2937,1,1,3.8554,0
36,1,2,0,0,45,3,4,4.1598,1
24,1,0,0,1,3567,0,1,3.6887,0
32,1,2,0,0,35,2,2,4.09,1
23,1,0,0,1,7786,1,1,3.6753,0
35,1,2,0,1,37,3,3,4.0332,1
28,1,0,0,1,2119,1,1,4.0122,0
32,1,2,0,0,4,3,1,4.1792,1
24,1,0,0,1,4148,0,1,3.6887,0
35,1,2,0,0,30,2,3,4.0472,1
26,1,0,0,1,7560,0,0,3.5843,0
30,1,2,1,0,1,4,3,4.0566,1
26,1,0,0,1,1791,1,1,3.5843,0
33,1,2,0,1,6,4,4,4.1273,1
24,1,0,0,1,7137,0,0,3.8554,0
33,1,2,0,0,21,5,2,3.8967,1
29,1,0,0,1,2374,0,1,4.0473,0
30,1,2,0,0,7,2,1,4.3484,1
25,1,0,0,1,7896,0,1,3.8937,0
31,1,2,1,0,21,4,3,4.2761,1
30,1,0,0,1,5998,0,0,3.6981,0
35,1,2,0,0,19,5,5,4.1503,1
28,1,0,0,1,6696,0,0,4.155,0
34,1,2,0,1,25,4,1,4.3594,1
24,1,0,0,1,3332,1,0,3.7091,0
36,1,2,0,1,16,5,2,3.8638,1
23,1,0,0,1,2213,1,1,3.6753,0
31,1,2,0,0,19,5,3,4.236,1
24,1,0,0,1,1774,0,0,3.8554,0
34,1,2,0,0,9,5,4,4.0575,1
24,1,0,0,1,817,0,1,3.8554,0
33,1,2,1,1,28,4,5,4.2455,1
26,1,0,0,1,4807,1,0,3.921,0
32,1,2,0,0,42,3,2,4.2653,1
24,1,0,0,1,5670,0,1,3.6887,0
31,1,2,0,0,2,4,3,4.1313,1
24,1,0,0,1,1385,1,1,3.8554,0
31,1,2,0,0,10,2,2,3.9378,1
27,1,0,0,1,1631,0,1,3.8101,0
34,1,2,0,1,34,5,3,4.1163,1
25,1,0,0,1,5180,0,0,3.8937,0
34,1,2,0,1,19,4,5,4.1607,1
23,1,0,0,1,6453,1,0,3.6753,0
37,1,2,1,0,12,2,4,3.8234,1
23,1,0,0,1,4197,1,1,3.6753,0
31,1,2,0,1,1,5,4,4.1557,1
23,1,0,0,1,3165,1,0,3.7623,0
30,1,2,0,0,1,5,1,4.1484,1
26,1,0,0,1,6684,1,0,4.1039,0
31,1,2,0,0,30,2,2,4.2847,1
27,1,0,0,1,1103,1,1,3.838,0
33,1,2,0,1,35,4,4,4.0209,1
30,1,0,0,1,7751,1,0,3.6981,0
34,1,2,1,0,40,2,3,4.1829,1
24,1,0,0,1,5583,1,0,3.8035,0
36,1,2,0,0,40,4,1,4.2181,1
27,1,0,0,1,2278,1,0,3.9303,0
38,1,2,1,1,23,3,4,4.0933,1
23,1,0,0,1,2614,0,0,3.6753,0
35,1,2,1,0,12,4,2,4.3789,1
24,1,0,0,1,1786,1,1,3.8035,0
33,1,2,0,1,5,4,3,4.1273,1
24,1,0,0,1,3440,1,1,3.8554,0
36,1,2,0,0,44,2,3,4.0833,1
27,1,0,0,1,7065,1,1,3.8101,0
33,1,2,0,0,9,3,2,3.9832,1
27,1,0,0,1,5934,1,0,3.8101,0
34,1,2,0,0,4,3,2,4.1751,1
24,1,0,0,1,7048,0,0,3.8554,0
34,1,2,1,0,34,3,5,4.1607,1
27,1,0,0,1,7459,0,0,3.8101,0
36,1,2,0,0,9,2,5,4.1734,1
27,1,0,0,1,4717,1,1,3.764,0
33,1,2,1,0,28,4,1,4.0785,1
23,1,0,0,1,5025,1,0,3.7623,0
37,1,2,0,1,25,3,4,4.0441,1
26,1,0,0,1,6895,1,0,3.5843,0
35,1,2,0,0,33,2,5,4.0791,1
23,1,0,0,1,6249,1,1,3.7623,0
36,1,2,0,1,9,5,5,4.128,1
24,1,0,0,1,2740,1,0,3.8554,0
36,1,2,0,0,20,2,1,4.1835,1
24,1,0,0,1,651,0,1,3.6887,0
29,1,2,0,1,40,5,5,4.1852,1
28,1,0,0,1,2833,0,0,4.155,0
33,1,2,0,1,17,2,5,4.0896,1
24,1,0,0,1,6570,0,1,3.7721,0
34,1,2,0,0,27,5,4,4.1751,1
31,1,0,0,1,1982,0,1,3.9536,0
35,1,2,0,1,9,3,2,4.1503,1
25,1,0,0,1,6728,0,1,3.8937,0
33,1,2,0,1,26,5,3,4.1273,1
27,1,0,0,1,6169,1,1,3.9303,0
32,1,2,0,0,8,2,4,4.0931,1
27,1,0,0,1,903,0,0,3.8101,0
33,1,2,0,1,42,2,1,4.0587,1
27,1,0,0,1,4704,1,1,3.708,0
35,1,2,0,0,20,4,5,3.99,1
24,1,0,0,1,6265,1,0,3.8554,0
33,1,2,0,0,20,3,3,4.0438,1
28,1,0,0,1,7021,1,1,4.155,0
35,1,2,0,0,16,5,5,4.2074,1
23,1,0,0,1,3378,0,1,3.7623,0
35,1,2,0,0,32,5,5,4.2617,1
29,1,0,0,1,5003,0,0,4.0473,0
36,1,2,0,0,41,4,2,4.107,1
27,1,0,0,1,4543,1,1,3.8101,0
36,1,2,0,1,25,3,5,4.2527,1
27,1,0,0,1,948,1,1,3.8562,0
37,1,2,0,1,17,4,1,4.1008,1
26,1,0,0,1,5051,0,0,3.5843,0
30,1,2,0,0,13,4,1,4.1232,1
28,1,0,0,1,5734,1,0,4.155,0
33,1,2,1,0,3,3,1,4.332,1
27,1,0,0,1,6404,1,1,3.8101,0
31,1,2,0,0,17,5,5,4.5427,1
24,1,0,0,1,1106,1,0,3.8554,0
29,1,2,0,0,18,4,3,3.9783,1
26,1,0,0,1,1773,0,0,3.5843,0
31,1,2,1,0,13,2,2,3.8489,1
27,1,0,0,1,5932,0,0,3.764,0
34,1,2,0,0,39,2,4,4.0653,1
29,1,0,0,1,856,0,0,4.0473,0
34,1,2,1,0,11,3,1,3.9254,1
24,1,0,0,1,904,1,1,3.6887,0
34,1,2,0,0,44,3,2,4.1019,1
27,1,0,0,1,2136,1,1,3.838,0
38,1,2,0,0,24,4,5,4.1158,1
30,1,0,0,1,2842,0,1,3.6981,0
36,1,2,0,0,3,3,4,4.107,1
27,1,0,0,1,968,0,1,3.764,0
31,1,2,0,0,2,3,2,3.8371,1
25,1,0,0,1,3413,1,1,3.8937,0
35,1,2,0,1,7,3,2,4.0687,1
24,1,0,0,1,5233,0,1,3.7202,0
37,1,2,0,0,22,2,4,4.2293,1
24,1,0,0,1,681,1,1,3.8035,0
34,1,2,0,0,3,4,1,4.2784,1
24,1,0,0,1,6284,1,1,3.7721,0
33,1,2,0,1,5,5,3,4.0438,1
27,1,0,0,1,796,1,1,3.8101,0
30,1,2,1,0,7,3,2,4.3232,1
28,1,0,0,1,6753,0,1,4.155,0
32,1,2,1,1,1,2,3,4.1639,1
23,1,0,0,1,3447,1,1,3.6425,0
36,1,2,0,0,26,2,5,4.1734,1
26,1,0,0,1,6072,0,1,4.1039,0
29,1,2,0,1,40,4,2,3.8573,1
26,1,0,0,1,6498,0,0,3.5843,0
33,1,2,0,1,13,3,3,4.1273,1
24,1,0,0,1,3380,1,1,3.6887,0
29,1,2,0,0,6,4,2,3.9094,1
26,1,0,0,1,1506,1,0,3.921,0
34,1,2,0,1,6,5,4,4.1973,1
24,1,0,0,1,4013,1,1,3.8554,0
31,1,2,0,1,24,3,3,4.1958,1
29,1,0,0,1,5676,1,1,4.0473,0
34,1,2,0,1,13,5,4,4.231,1
30,1,0,0,1,2908,1,1,3.6981,0
36,1,2,0,0,19,4,5,4.0277,1
26,1,0,0,1,6791,0,1,3.5843,0
34,1,2,0,0,31,3,3,4.2784,1
23,1,0,0,1,7882,1,1,3.6753,0
35,1,2,1,0,29,5,3,4.0443,1
29,1,0,0,1,3260,0,0,4.0473,0
33,1,2,0,1,41,3,3,4.1273,1
24,1,0,0,1,5774,1,0,3.7202,0
34,1,2,1,0,8,4,5,4.0797,1
23,1,0,0,1,6712,0,0,3.7623,0
36,1,2,1,0,44,5,1,4.0067,1
29,1,0,0,1,7518,0,0,4.0473,0
33,1,2,0,0,40,5,1,3.9683,1
28,1,0,0,1,1402,0,1,4.155,0
36,1,2,0,1,14,2,4,3.954,1
25,1,0,0,1,2588,0,1,3.8937,0
37,1,2,0,1,34,5,4,4.2195,1
30,1,0,0,1,5780,0,1,3.6981,0
36,1,2,0,0,17,2,3,4.0833,1
26,1,0,0,1,6037,1,0,3.921,0
34,1,2,0,1,45,4,2,4.1607,1
29,1,0,0,1,5432,1,1,4.0473,0
31,1,2,0,0,42,3,3,3.9134,1
28,1,0,0,1,6274,0,0,4.155,0
31,1,2,1,0,34,3,2,4.1715,1
24,1,0,0,1,4121,1,0,3.7091,0
33,1,2,0,1,30,4,2,3.9832,1
27,1,0,0,1,6663,0,1,3.8101,0
30,1,2,0,1,37,3,3,4.2817,1
27,1,0,0,1,3477,1,0,3.8562,0
31,1,2,0,0,35,4,4,4.236,1
27,1,0,0,1,808,0,0,3.764,0
36,1,2,1,1,5,3,3,4.4404,1
24,1,0,0,1,1780,1,1,3.7091,0
36,1,2,0,0,20,4,1,4.1179,1
29,1,0,0,1,2032,1,0,4.0473,0
35,1,2,0,0,40,2,2,4.022,1
25,1,0,0,1,6150,1,1,3.8937,0
36,1,2,0,0,3,4,1,3.9931,1
27,1,0,0,1,1916,0,1,3.708,0
31,1,2,0,0,37,5,3,4.1069,1
24,1,0,0,1,5539,0,0,3.7721,0
31,1,2,0,0,17,3,5,4.1313,1
24,1,0,0,1,1695,1,0,3.7721,0
37,1,2,0,1,14,5,4,4.0672,1
23,1,0,0,1,5442,1,0,3.6212,0
36,1,2,0,0,32,4,1,4.2737,1
30,1,0,0,1,5591,1,0,3.6981,0
33,1,2,0,1,17,3,4,4.0637,1
31,1,0,0,1,1193,1,1,3.9536,0
33,1,2,0,0,45,3,5,4.332,1
24,1,0,0,1,7830,0,1,3.7091,0
34,1,2,0,0,3,4,1,4.0912,1
23,1,0,0,1,2433,1,1,3.6212,0
31,1,2,0,1,41,4,2,3.9503,1
27,1,0,0,1,6054,1,1,3.8101,0
33,1,2,0,0,8,3,1,4.0061,1
23,1,0,0,1,3438,0,0,3.6212,0
38,1,2,0,0,7,4,4,3.9579,1
28,1,0,0,1,6788,1,0,4.0122,0
35,1,2,0,1,19,4,2,4.2646,1
26,1,0,0,1,4259,0,1,3.921,0
38,1,2,0,0,3,3,3,4.0407,1
31,1,0,0,1,7280,0,1,3.9536,0
34,1,2,0,1,34,5,1,4.1019,1
26,1,0,0,1,3492,1,1,3.5843,0
29,1,2,0,0,30,5,2,4.1163,1
27,1,0,0,1,4002,0,1,3.8562,0
32,1,2,0,0,24,3,1,4.4139,1
24,1,0,0,1,6215,1,0,3.6887,0
30,1,2,0,0,4,5,3,4.0729,1
24,1,0,0,1,5693,1,1,3.8554,0
31,1,2,0,1,16,2,5,4.1958,1
24,1,0,0,1,7393,0,0,3.8035,0
34,1,2,0,1,41,3,3,4.2195,1
27,1,0,0,1,1787,0,1,3.8101,0
35,1,2,0,0,12,2,1,4.1503,1
28,1,0,0,1,884,1,1,4.155,0
35,1,2,1,1,15,3,3,4.2046,1
27,1,0,0,1,5806,1,1,3.764,0
30,1,2,1,0,21,2,4,4.1484,1
27,1,0,0,1,4194,1,1,3.8101,0
33,1,2,0,0,22,2,5,3.9226,1
23,1,0,0,1,4271,1,1,3.6753,0
33,1,2,0,0,15,3,4,4.1273,1
30,1,0,0,1,3175,0,0,3.6981,0
37,1,2,1,0,32,4,5,4.0645,1
27,1,0,0,1,5153,0,0,3.764,0
35,1,2,0,1,4,5,1,4.036,1
24,1,0,0,1,4906,0,1,3.7091,0
35,1,2,0,0,25,2,3,3.8214,1
26,1,0,0,1,4357,0,0,3.5843,0
32,1,2,0,1,12,2,5,4.1136,1
24,1,0,0,1,3918,1,1,3.8554,0
30,1,2,1,0,8,2,1,4.0729,1
27,1,0,0,1,1259,1,1,3.838,0
31,1,2,0,0,22,3,2,4.236,1
24,1,0,0,1,4898,0,1,3.8035,0
36,1,2,0,0,14,5,1,4.0277,1
28,1,0,0,1,5762,1,1,4.155,0
36,1,2,1,1,10,2,1,4.2181,1
28,1,0,0,1,2394,0,0,4.0122,0
34,1,2,0,0,39,4,2,4.4326,1
27,1,0,0,1,7269,0,1,3.8101,0
37,1,2,0,0,5,3,4,4.1549,1
24,1,0,0,1,5943,1,1,3.8554,0
31,1,2,0,0,1,2,5,4.1313,1
26,1,0,0,1,6866,0,1,4.1039,0
36,1,2,0,1,16,5,4,4.107,1
24,1,0,0,1,4638,0,1,3.7202,0
31,1,2,0,0,16,5,1,4.0424,1
27,1,0,0,1,7161,1,0,3.8101,0
31,1,2,1,1,19,3,4,4.1313,1
31,1,0,0,1,4931,0,0,3.9536,0
34,1,2,0,0,2,4,5,4.0912,1
26,1,0,0,1,2421,1,0,3.5843,0
35,1,2,0,0,2,5,5,3.7586,1
27,1,0,0,1,3243,1,1,3.8101,0
38,1,2,0,0,28,4,2,3.818,1
24,1,0,0,1,6458,1,1,3.7202,0
34,1,2,1,1,33,2,3,4.1751,1
29,1,0,0,1,661,1,0,4.0473,0
33,1,2,1,0,32,5,5,3.7496,1
30,1,0,0,1,7112,1,1,3.6981,0
32,1,2,1,1,24,5,4,4.0542,1
30,1,0,0,1,4457,1,0,3.6981,0
31,1,2,0,1,39,4,4,3.8457,1
28,1,0,0,1,4522,1,0,4.0122,0
36,1,2,1,0,3,2,1,4.1179,1
23,1,0,0,1,7629,0,1,3.7623,0
35,1,2,0,0,1,3,3,4.0716,1
27,1,0,0,1,1581,0,1,3.838,0
33,1,2,0,0,11,5,1,4.3091,1
27,1,0,0,1,7032,0,1,3.764,0
37,1,2,0,1,13,5,3,4.2089,1
28,1,0,0,1,2085,0,0,4.155,0
34,1,2,0,1,6,3,4,3.9147,1
24,1,0,0,1,7117,0,0,3.7091,0
34,1,2,1,1,17,3,2,4.0323,1
27,1,0,0,1,7304,1,1,3.764,0
31,1,2,0,0,11,4,4,3.9905,1
30,1,0,0,1,5942,0,0,3.6981,0
33,1,2,0,0,31,5,1,4.2862,1
23,1,0,0,1,5893,0,0,3.7623,0
32,1,2,0,0,43,4,2,3.9917,1
28,1,0,0,1,6590,0,0,4.0122,0
33,1,2,1,0,25,4,3,3.9455,1
23,1,0,0,1,6904,0,0,3.7623,0
34,1,2,0,0,18,2,5,4.1973,1
27,1,0,0,1,6306,1,0,3.8101,0
30,1,2,1,0,36,4,5,4.3232,1
24,1,0,0,1,6503,0,1,3.7202,0
35,1,2,0,0,6,4,2,4.1859,1
24,1,0,0,1,5476,0,1,3.7721,0
33,1,2,1,0,40,2,3,4.2714,1
31,1,0,0,1,3118,0,1,3.9536,0
33,1,2,1,0,31,2,4,3.9455,1
25,1,0,0,1,5409,1,0,3.8937,0
32,1,2,0,1,44,5,2,4.0511,1
23,1,0,0,1,1971,0,0,3.7623,0
35,1,2,0,0,31,3,3,4.2074,1
26,1,0,0,1,4429,1,0,3.921,0
30,1,2,0,0,33,2,4,4.2566,1
23,1,0,0,1,5188,0,0,3.6212,0
34,1,2,0,0,1,3,4,4.0323,1
28,1,0,0,1,6448,1,1,4.0122,0
33,1,2,0,0,20,2,1,4.0438,1
23,1,0,0,1,4359,0,0,3.6753,0
31,1,2,1,1,15,2,4,4.1715,1
24,1,0,0,1,3780,1,0,3.8554,0
37,1,2,0,1,18,3,2,4.3711,1
25,1,0,0,1,6728,1,1,3.8937,0
32,1,2,0,0,1,5,3,3.8636,1
24,1,0,0,1,3254,1,0,3.8554,0
34,1,2,0,0,33,4,1,4.1973,1
31,1,0,0,1,6726,1,0,3.9536,0
36,1,2,1,0,20,2,1,4.0277,1
24,1,0,0,1,7184,0,0,3.8035,0
32,1,2,0,1,28,4,5,4.1136,1
23,1,0,0,1,2841,1,1,3.7623,0
33,1,2,0,0,18,5,3,3.9912,1
27,1,0,0,1,3061,1,1,3.8101,0
34,1,2,0,1,18,3,5,4.0323,1
23,1,0,0,1,4024,0,0,3.6212,0
32,1,2,0,0,39,4,1,3.9528,1
27,1,0,0,1,6707,1,1,3.708,0
33,1,2,1,0,16,2,1,4.332,1
23,1,0,0,1,4569,0,0,3.7623,0
34,1,2,0,1,34,5,3,4.1751,1
23,1,0,0,1,7843,1,0,3.6425,0
36,1,2,0,1,30,5,5,4.1972,1
24,1,0,0,1,5655,0,1,3.8035,0
37,1,2,1,1,28,5,4,3.9465,1
24,1,0,0,1,7573,1,1,3.6887,0
37,1,2,0,0,20,2,1,4.1345,1
24,1,0,0,1,6663,0,0,3.8554,0
33,1,2,0,1,8,5,2,3.9832,1
29,1,0,0,1,2101,1,0,4.0473,0
32,1,2,0,1,7,3,1,3.8042,1
28,1,0,0,1,5728,0,0,4.155,0
35,1,2,0,0,7,4,4,4.0903,1
27,1,0,0,1,1789,1,0,3.8101,0
33,1,2,0,0,23,3,1,4.0518,1
29,1,0,0,1,752,0,0,4.0473,0
34,1,2,1,1,28,4,4,4.2339,1
27,1,0,0,1,3834,1,0,3.8101,0
35,1,2,0,1,15,5,4,4.1859,1
27,1,0,0,1,4154,0,1,3.8101,0
36,1,2,0,0,22,4,1,4.086,1
24,1,0,0,1,7803,1,1,3.8035,0
32,1,2,0,0,43,2,5,4.1792,1
27,1,0,0,1,7506,0,0,3.8562,0
30,1,2,0,1,43,2,1,4.0817,1
25,1,0,0,1,1996,0,1,3.8937,0
36,1,2,1,0,25,3,1,4.107,1
27,1,0,0,1,1599,0,0,3.8562,0
38,1,2,1,0,10,4,2,4.2185,1
24,1,0,0,1,1192,1,1,3.8554,0
35,1,2,1,1,13,4,3,4.1147,1
24,1,0,0,1,7786,0,1,3.8035,0
31,1,2,0,1,9,4,1,4.1958,1
27,1,0,0,1,3211,0,0,3.838,0
37,1,2,0,0,42,2,5,3.8978,1
23,1,0,0,1,1009,1,0,3.6425,0
33,1,2,0,1,8,2,2,3.9077,1
30,1,0,0,1,3830,0,1,3.6981,0
36,1,2,0,0,12,4,5,4.2181,1
23,1,0,0,1,2245,1,1,3.6425,0
36,1,2,0,1,12,3,5,4.1835,1
23,1,0,0,1,1760,0,1,3.6753,0
34,1,2,0,1,14,2,5,4.1829,1
30,1,0,0,1,5998,0,1,3.6981,0
30,1,2,0,0,2,2,2,4.0062,1
23,1,0,0,1,5749,1,0,3.6212,0
33,1,2,1,1,2,3,4,3.9077,1
24,1,0,0,1,2256,1,1,3.8035,0
32,1,2,0,0,30,2,4,3.8011,1
23,1,0,0,1,3941,1,1,3.6753,0
34,1,2,0,0,36,4,4,4.315,1
24,1,0,0,1,5655,0,0,3.6887,0
35,1,2,0,0,25,2,3,3.9684,1
26,1,0,0,1,2932,1,1,3.5843,0
31,1,2,0,1,44,2,3,4.1037,1
27,1,0,0,1,525,1,0,3.838,0
35,1,2,0,0,36,2,3,3.7859,1
24,1,0,0,1,1190,1,0,3.8554,0
33,1,2,0,1,14,5,2,4.2336,1
29,1,0,0,1,2156,1,1,4.0473,0
33,1,2,0,0,9,4,4,3.862,1
24,1,0,0,1,6612,0,0,3.8035,0
37,1,2,1,0,15,2,5,4.2195,1
23,1,0,0,1,3726,0,0,3.6753,0
31,1,2,0,0,25,2,4,4.1313,1
27,1,0,0,1,5654,0,1,3.708,0
34,1,2,0,0,42,4,2,4.1019,1
29,1,0,0,1,2914,0,1,4.0473,0
33,1,2,0,0,5,5,3,4.1044,1
24,1,0,0,1,7918,0,1,3.7202,0
29,1,2,0,0,32,3,1,3.8573,1
24,1,0,0,1,541,0,0,3.7091,0
33,1,2,0,0,16,4,3,4.1849,1
23,1,0,0,1,2248,0,1,3.7623,0
31,1,2,0,1,9,5,2,4.0424,1
27,1,0,0,1,5951,0,0,3.764,0
35,1,2,1,0,10,4,5,4.0931,1
26,1,0,0,1,3969,1,0,3.921,0
34,1,2,1,0,6,3,1,4.1356,1
27,1,0,0,1,6486,1,1,3.764,0
32,1,2,0,1,44,5,4,4.3667,1
28,1,0,0,1,7542,1,1,4.155,0
36,1,2,0,1,28,4,5,4.3638,1
28,1,0,0,1,2447,0,0,4.155,0
34,1,2,0,0,44,2,5,4.396,1
24,1,0,0,1,994,1,0,3.7091,0
32,1,2,0,1,33,2,3,4.0153,1
27,1,0,0,1,5286,0,1,3.838,0
29,1,2,0,0,17,4,3,3.8404,1
27,1,0,0,1,5094,1,1,3.838,0
35,1,2,0,1,18,3,2,3.9789,1
27,1,0,0,1,1255,0,0,3.8101,0
36,1,2,1,0,34,5,5,4.2737,1
26,1,0,0,1,4750,1,1,4.1039,0
33,1,2,0,0,10,2,4,3.9196,1
26,1,0,0,1,2441,1,0,4.1039,0
33,1,2,0,1,17,4,4,4.1273,1
28,1,0,0,1,6335,0,0,4.155,0
35,1,2,0,0,33,3,4,4.0931,1
27,1,0,0,1,3836,0,0,3.708,0
35,1,2,0,0,28,2,5,4.1719,1
24,1,0,0,1,608,1,0,3.8035,0
33,1,2,0,0,10,2,2,3.9832,1
27,1,0,0,1,5174,1,1,3.764,0
33,1,2,0,0,16,3,1,4.5973,1
23,1,0,0,1,2921,0,0,3.6212,0
38,1,2,0,0,42,4,2,3.951,1
30,1,0,0,1,6092,1,0,3.6981,0
31,1,2,0,0,11,3,2,4.0392,1
24,1,0,0,1,2690,0,1,3.8554,0
34,1,2,0,1,30,5,5,4.0575,1
27,1,0,0,1,2309,0,1,3.8101,0
34,1,2,0,1,5,2,3,4.1356,1
30,1,0,0,1,2592,1,0,3.6981,0
31,1,2,0,0,25,2,3,4.0668,1
27,1,0,0,1,504,1,1,3.8101,0
32,1,2,1,0,22,5,2,4.0778,1
24,1,0,0,1,7045,0,0,3.8035,0
35,1,2,0,0,2,5,1,4.036,1
26,1,0,0,1,4928,1,0,4.1039,0
32,1,2,1,0,9,2,4,4.0778,1
28,1,0,0,1,4997,0,1,4.0122,0
31,1,2,1,1,24,2,4,3.8858,1
23,1,0,0,1,2127,1,1,3.6212,0
29,1,2,1,0,4,2,1,4.1423,1
27,1,0,0,1,2196,1,1,3.8101,0
38,1,2,1,1,40,4,4,4.2737,1
24,1,0,0,1,2383,0,1,3.7202,0
32,1,2,0,0,4,5,3,4.3514,1
26,1,0,0,1,871,1,1,4.1039,0
33,1,2,0,1,1,4,3,3.8818,1
27,1,0,0,1,7965,0,1,3.8562,0
34,1,2,0,0,7,3,3,3.9987,1
24,1,0,0,1,5029,1,0,3.6887,0
36,1,2,1,1,1,4,4,4.229,1
29,1,0,0,1,4469,1,0,4.0473,0
35,1,2,0,0,10,4,1,4.036,1
26,1,0,0,1,7400,1,1,3.5843,0
31,1,2,1,0,22,3,5,4.2603,1
23,1,0,0,1,6079,0,1,3.6212,0
36,1,2,1,1,22,4,4,4.128,1
23,1,0,0,1,6372,0,0,3.7623,0
35,1,2,1,0,21,2,2,4.1859,1
28,1,0,0,1,2481,0,0,4.155,0
32,1,2,0,0,10,3,2,4.3042,1
27,1,0,0,1,3543,0,0,3.8101,0
33,1,2,0,1,31,3,2,3.9802,1
28,1,0,0,1,3538,0,1,4.0122,0
31,1,2,0,0,31,5,1,4.0392,1
27,1,0,0,1,2596,1,0,3.8562,0
34,1,2,0,0,16,3,5,4.315,1
24,1,0,0,1,3775,1,1,3.8554,0
36,1,2,0,1,44,2,3,3.9931,1
30,1,0,0,1,1376,1,0,3.6981,0
35,1,2,1,0,39,4,4,4.3649,1
27,1,0,0,1,7098,1,1,3.764,0
29,1,2,0,0,3,4,5,3.8404,1
23,1,0,0,1,4503,0,0,3.6425,0
33,1,2,1,0,32,2,3,4.332,1
24,1,0,0,1,3924,0,1,3.8554,0
34,1,2,1,0,21,3,1,3.8192,1
29,1,0,0,1,4554,0,0,4.0473,0
35,1,2,1,1,30,3,3,4.1859,1
27,1,0,0,1,1271,1,0,3.838,0
31,1,2,1,1,24,4,4,4.0181,1
27,1,0,0,1,5459,1,1,3.708,0
35,1,2,0,0,5,2,2,4.2074,1
27,1,0,0,1,5058,0,1,3.8562,0
30,1,2,0,0,32,5,2,4.2151,1
24,1,0,0,1,1756,0,0,3.7202,0
32,1,2,1,1,8,2,5,4.2028,1
23,1,0,0,1,1332,0,0,3.6212,0
34,1,2,0,1,9,4,3,4.0575,1
26,1,0,0,1,6323,0,1,3.5843,0
33,1,2,0,0,10,5,1,4.1273,1
